treeDepth, leafs, distanceLeafs, totalHashes, hashesPerLeaf
14, 6, 1, 17, 2.83
14, 7, 1, 18, 2.57
14, 8, 1, 18, 2.25
14, 9, 1, 21, 2.33
14, 10, 1, 21, 2.1
14, 11, 1, 22, 2
14, 12, 1, 22, 1.83
14, 13, 1, 24, 1.85
14, 14, 1, 24, 1.71
14, 15, 1, 25, 1.67
14, 16, 1, 25, 1.56
14, 17, 1, 29, 1.71
14, 18, 1, 29, 1.61
14, 19, 1, 30, 1.58
14, 20, 1, 30, 1.5
14, 21, 1, 32, 1.52
14, 22, 1, 32, 1.45
14, 23, 1, 33, 1.43
14, 24, 1, 33, 1.38
14, 25, 1, 36, 1.44
14, 26, 1, 36, 1.38
14, 27, 1, 37, 1.37
14, 28, 1, 37, 1.32
14, 29, 1, 39, 1.34
14, 30, 1, 39, 1.3
14, 2, 2, 15, 7.5
14, 3, 2, 17, 5.67
14, 4, 2, 18, 4.5
14, 5, 2, 21, 4.2
14, 6, 2, 22, 3.67
14, 7, 2, 24, 3.43
14, 8, 2, 25, 3.13
14, 9, 2, 29, 3.22
14, 10, 2, 30, 3
14, 11, 2, 32, 2.91
14, 12, 2, 33, 2.75
14, 13, 2, 36, 2.77
14, 14, 2, 37, 2.64
14, 15, 2, 39, 2.6
14, 16, 2, 40, 2.5
14, 17, 2, 45, 2.65
14, 18, 2, 46, 2.56
14, 19, 2, 48, 2.53
14, 20, 2, 49, 2.45
14, 21, 2, 52, 2.48
14, 22, 2, 53, 2.41
14, 23, 2, 55, 2.39
14, 24, 2, 56, 2.33
14, 25, 2, 60, 2.4
14, 26, 2, 61, 2.35
14, 27, 2, 63, 2.33
14, 28, 2, 64, 2.29
14, 29, 2, 67, 2.31
14, 30, 2, 68, 2.27
14, 2, 3, 15, 7.5
14, 3, 3, 17, 5.67
14, 4, 3, 20, 5
14, 5, 3, 22, 4.4
14, 6, 3, 23, 3.83
14, 7, 3, 27, 3.86
14, 8, 3, 29, 3.63
14, 9, 3, 32, 3.56
14, 10, 3, 33, 3.3
14, 11, 3, 35, 3.18
14, 12, 3, 40, 3.33
14, 13, 3, 42, 3.23
14, 14, 3, 43, 3.07
14, 15, 3, 46, 3.07
14, 16, 3, 48, 3
14, 17, 3, 52, 3.06
14, 18, 3, 53, 2.94
14, 19, 3, 55, 2.89
14, 20, 3, 58, 2.9
14, 21, 3, 60, 2.86
14, 22, 3, 61, 2.77
14, 23, 3, 67, 2.91
14, 24, 3, 69, 2.88
14, 25, 3, 72, 2.88
14, 26, 3, 73, 2.81
14, 27, 3, 75, 2.78
14, 28, 3, 79, 2.82
14, 29, 3, 81, 2.79
14, 30, 3, 82, 2.73
14, 2, 4, 16, 8
14, 3, 4, 19, 6.33
14, 4, 4, 21, 5.25
14, 5, 4, 25, 5
14, 6, 4, 27, 4.5
14, 7, 4, 30, 4.29
14, 8, 4, 32, 4
14, 9, 4, 37, 4.11
14, 10, 4, 39, 3.9
14, 11, 4, 42, 3.82
14, 12, 4, 44, 3.67
14, 13, 4, 48, 3.69
14, 14, 4, 50, 3.57
14, 15, 4, 53, 3.53
14, 16, 4, 55, 3.44
14, 17, 4, 61, 3.59
14, 18, 4, 63, 3.5
14, 19, 4, 66, 3.47
14, 20, 4, 68, 3.4
14, 21, 4, 72, 3.43
14, 22, 4, 74, 3.36
14, 23, 4, 77, 3.35
14, 24, 4, 79, 3.29
14, 25, 4, 84, 3.36
14, 26, 4, 86, 3.31
14, 27, 4, 89, 3.3
14, 28, 4, 91, 3.25
14, 29, 4, 95, 3.28
14, 30, 4, 97, 3.23
14, 2, 5, 16, 8
14, 3, 5, 19, 6.33
14, 4, 5, 21, 5.25
14, 5, 5, 25, 5
14, 6, 5, 28, 4.67
14, 7, 5, 30, 4.29
14, 8, 5, 35, 4.38
14, 9, 5, 38, 4.22
14, 10, 5, 40, 4
14, 11, 5, 44, 4
14, 12, 5, 46, 3.83
14, 13, 5, 49, 3.77
14, 14, 5, 55, 3.93
14, 15, 5, 57, 3.8
14, 16, 5, 60, 3.75
14, 17, 5, 64, 3.76
14, 18, 5, 66, 3.67
14, 19, 5, 69, 3.63
14, 20, 5, 71, 3.55
14, 21, 5, 76, 3.62
14, 22, 5, 79, 3.59
14, 23, 5, 81, 3.52
14, 24, 5, 85, 3.54
14, 25, 5, 88, 3.52
14, 26, 5, 90, 3.46
14, 27, 5, 97, 3.59
14, 28, 5, 99, 3.54
14, 29, 5, 102, 3.52
14, 30, 5, 106, 3.53
